"id","summary_title","publicationPlace","publicationDate","URI","apiURI"
"publication-7730","Jetons, Medalets & Tokens British Isles from circa 1830 Volume Four","London","2007","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7730","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7730"
"publication-7731","Standard Catalog of World Coins 1801-1900","USA","NULL","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7731","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7731"
"publication-7732","Standard Catalog of World Coins 1701-1800","USA","NULL","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7732","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7732"
"publication-7733","Illustrated Guide to British Jugs : from mediaeval times to the twentieth century","Shrewsbury","1977","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7733","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7733"
"publication-7736","Modern British Potters and their Studios","London","2009","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7736","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7736"
"publication-7737","La ceramic medioevale di Viterbo e dell'alto Lazio","Viterbo","1983","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7737","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7737"
"publication-7738","Arts and Crafts in Newlyn, 1890-1930","NULL","1986","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7738","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7738"
"publication-7739","Ken Manley Collection of Moorcroft Pottery, 21 May 2014","London","NULL","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7739","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7739"
"publication-774","Royal Academy Illustrated (1922)","London?","1922","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-774","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-774"
"publication-7741","Corpus nummorum italicorum; Primo Tentativo di un Catalogo Generale delle Monete medievali e moderne coniate in Italia o da Italiani in altri Paesi, Volume XI Toscana (Zecche Minora)","Rome","1929","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7741","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7741"
"publication-7742","Corpus nummorum italicorum; Primo Tentativo di un Catalogo Generale delle Monete medievali e moderne coniate in Italia o da Italiani in altri Paesi, Volume XIV Umbria - Lazio (zecche minori)","Rome","1933","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7742","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7742"
"publication-7743","Catalogue of the Byzantine coins in the Dumbarton Oaks collection and the Whittemore collection, Vol 5: Michael VIII to Constantine XI 1258-1453 Part two: Catalogue, Concordances and Indexes","Washington, D.C.","1999","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7743","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7743"
"publication-7744","Catalogue of the Byzantine coins in the Dumbarton Oaks collection and the Whittemore collection, Vol 5: Michael VIII to Constantine XI 1258-1453 Part one: Introduction, Appendices, and Bibliography","Washington, D.C.","1999","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7744","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7744"
"publication-7745","Sylloge Nummorum Graecorum: Deutschland Sammlung V. Aulock Traos Aeolis Lesbos","Berlin","1959","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7745","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7745"
"publication-7746","Sylloge Nummorum Graecorum: Deutschland Sammlung V. Aulock Nachtrage III Ionien Karien Lydien","Berlin","1959","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7746","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7746"
"publication-7747","Sylloge nummorum Graecorum: Finland, The Erkki Keckman Collection in the Skopbank, Helsinki. Part II, Asia Minor except Karia","Helsinki","1999","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7747","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7747"
"publication-7748","Sylloge Nummorum Graecorum: The Royal Collection of Coins and Medals Danish National Museum Sicily Part I Abacaenum - Petra","Copenhagen","1942","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7748","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7748"
"publication-7749","Tickets and Passes of Great Britain and Ireland","London","1922","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7749","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7749"
"publication-775","A Century of British Painting, 1851-1951","NULL","1951","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-775","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-775"
"publication-7750","European Ceramics","London","1991-02-25","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7750","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7750"
"publication-7751","Treasured Possessions from the Renaissance to the Enlightenment","London","2015","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7751","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7751"
"publication-7752","Dictionnaire des Horlogers Français","Paris","NULL","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7752","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7752"
"publication-7753","La ceramica medioevale de Viterbo e dell'alto Lazio","Viterbo","1983","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7753","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7753"
"publication-7754","Nel segno del giglio. Ceramiche per i Farnese","Viterbo","1993","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7754","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7754"
"publication-7756","The Sacred Made Real: Spanish Painting and Sculpture 1600-1700","London","2009","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7756","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7756"
"publication-7757","The Arts of Spain, Iberia and Latin America 1450-1700","London","2007","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7757","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7757"
"publication-7758","Ariana Museum Geneva","Zurich","1995","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7758","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7758"
"publication-7759","Pedro de Mena y Castilla","Valladolid","1989","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7759","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7759"
"publication-776","Augustus John","NULL","1944","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-776","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-776"
"publication-7760","Pedro de Mena, Seventeenth-Century Spanish Sculptor","Lampeter","1998","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7760","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7760"
"publication-7761","British and European Ceramics, Glass and Asian Art Wednesday 2 July 2014","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7761","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7761"
"publication-7762","Compendio dei secreti rationali, dell'eccell. medico & cirugico m. Leonardo Fioravanti bolognese, libri cinque","Venice","1564","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7762","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7762"
"publication-7763","The Casting-Counter and the Counting-Board","Oxford","1916","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7763","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7763"
"publication-7764","Le monete della republica Fiorentina II: Corpus Nummorum Florentinorum","Florence","1975","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7764","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7764"
"publication-7765","Sylloge Nummorum Graecorum: The Collection of the American Numismatic Society Part 9 Graeco-Bactrian and Indo-Greek Coins","New York","1998","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7765","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7765"
"publication-7767","Decorative Art 1880-1980","Oxford","1986","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7767","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7767"
"publication-7768","Moorcroft. A Guide to Moorcroft Pottery 1897-1993","Shepton Beauchamp","1993","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7768","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7768"
"publication-7769","Dutch Decorative Arts, 1880-1940","NULL","1997","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7769","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7769"
"publication-777","Three great Irishmen","New York","1953","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-777","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-777"
"publication-7770","Arts Décoratifs du XXe Siècle & Design,  29 November 2011, Paris","NULL","2011","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7770","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7770"
"publication-7771","Jugendstil and 20th Century Arts and Crafts, May 2014, Palais Dorotheum, Vienna.","NULL","2014","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7771","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7771"
"publication-7772","Catalogue of Western Book Illumination in the Fitzwilliam Museum and the Cambridge Colleges - Part Three. France. Vol. 1: France, c.1000-c.1250","London","2015","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7772","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7772"
"publication-7773","La céramique médiévale en méditerranée occidentale Xe -XVIe siècles. Colloques Internationaux Centre National de la Recherche Scientifique, no. 584","Paris","1980","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7773","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7773"
"publication-7774","Roman and Pre-Roman Glass in the Royal Ontario Museum, Toronto","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7774","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7774"
"publication-7775","Ramesseumspapyrus E: ein Ritualbuch für Bestattungen aus dem Mittleren Reich","Göttingen","2014","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7775","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7775"
"publication-7776","Throwing Lines, Nicholas Arroyave-Portela","Leicester","2002","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7776","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7776"
"publication-7777","The Accomplished Ladies Rich Closet of Rarities or the Ingenious Gentlewoman & Servant Maids Delightfull Companion","London","1687","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7777","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7777"
"publication-7778","The Grove Encyclopedia of the Decorative Arts","Oxford","2006","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7778","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7778"
"publication-7779","Stories of the Rose. The Making of then Rosary in the Middle Ages","Pennsylania","1997","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7779","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7779"
"publication-7780","Decorating the 'Godly' Household: Religious Art in Post-Reformation Britain","New Haven and London","2010","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7780","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7780"
"publication-7781","Brilliant Effects. A Cultural History of Gem Stones and Jewellery","New Haven and London","2009","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7781","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7781"
"publication-7782","Liverpool Porcelain, 1756-1804","NULL","2011","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7782","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7782"
"publication-7783","Minton Regency Porcelain","Canterbury","1977","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7783","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7783"
"publication-7784","Fine English and Welsh Pottery, Porcelain and Glass","London","2007-12-05","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7784","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7784"
"publication-7787","British and Continental Ceramics, 17 April 2000","London","2000-04-17","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7787","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7787"
"publication-7788","Les monnaies françaises royales : de Hugues Capet à Louis XVI (987-1793). Tome I, Hugues Capet - Louis XII","Paris","1988","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7788","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7788"
"publication-7789","Les monnaies des rois de France. 1: Hugues Capet à Louis XII","Paris","1951","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7789","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7789"
"publication-7791","Legend in Japanese Art","NULL","1908","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7791","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7791"
"publication-7792","Collection d'un Amateur","Paris","1965","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7792","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7792"
"publication-7793","Ernest Gimson, his Life and Work","Stratford-on-Avon","1924","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7793","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7793"
"publication-7794","Nineteenth and Twentieth Century Decorative Arts","NULL","1989","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7794","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7794"
"publication-7795","Die Munzen der Girei","London","1982","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7795","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7795"
"publication-7796","Antiquarian Horology, volume 27","Ticehurt","NULL","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7796","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7796"
"publication-7797","Camerer Cuss Book of Antique Watches","Woodbridge","1976","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7797","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7797"
"publication-7798","Catalogue of Watches, Clocks and Barometers, 7th June 1984","London","1984","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7798","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7798"
"publication-7799","Britten's Old Clocks and Watches and their Makers (6th ed)","NULL","1932","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7799","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7799"
"publication-78","Critica d'Arte","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-78","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-78"
"publication-780","Private Shaw and Public Shaw","NULL","1963","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-780","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-780"
"publication-7800","Clocks and Watches in the Collection of the Worshipful Company of Clockmakers","NULL","1975","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7800","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7800"
"publication-7801","Yorkshire Potteries, Pots and Potters","Wakefield","1971","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7801","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7801"
"publication-7802","Sylloge Nummorum Graecorum: The Royal Collection of Coins and Medals Danish National Museum North Africa Syrtica - Mauretania","Copenhagen","1969","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7802","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7802"
"publication-7803","Antique Dealer and Collectors Guide (September 1979)","NULL","1979","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7803","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7803"
"publication-7804","Fine Japanese Works of Art","NULL","1989","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7804","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7804"
"publication-7805","Oriental Art (XXXVI no. 2)","Surrey","1990","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7805","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7805"
"publication-7807","Three Generations of Ceramic Achievement by the Kondon Family: Yuzo (1902-1985), Hiroshi (1936-), Takashiro (1958-), 20th Century Japanese Blue & White","NULL","1993","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7807","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7807"
"publication-7808","Oriental Ceramics.  The World's Great Collections. Volume 3: Museum Pusat, Jakarta","Jakarta","1977","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7808","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7808"
"publication-7809","Chinese Blue & White Ceramics","Singapore","1978","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7809","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7809"
"publication-781","The Seven Ages of England","NULL","1966","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-781","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-781"
"publication-7810","Chinese Porcelains from the Ardebil Shrine","NULL","1980","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7810","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7810"
"publication-7811","Illustrated Catalogue of Underglaze Blue and Copper Red: Decorated Porcelains","London","1963","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7811","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7811"
"publication-7812","South-East Asian and Chinese Trade Pottery: An Exhibition Catalogue","Hong Kong","1979","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7812","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7812"
"publication-7814","Arts of the Ming Dynasty: An Exhibition Catalogue","NULL","1957","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7814","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7814"
"publication-7815","Loan Exhibition of Chinese Blue and White Porcelain, 14th to 19th Centuries","NULL","1953","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7815","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7815"
"publication-7816","Fine Chinese Ceramics and Works of Art including Export Porcelain","London","2003","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7816","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7816"
"publication-7818","Oriental Art (vol. 3, No. 3)","NULL","1951","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7818","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7818"
"publication-7819","Ming Ceramics in the British Museum","London","2001","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7819","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7819"
"publication-782","T.E. Lawrence by his Friends","London?","1937","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-782","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-782"
"publication-7820","National Art-Collections Fund Sixty-Fifth Annual Report 1968","NULL","1968","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7820","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7820"
"publication-7821","Monochrome Porcelain of the Ming and Manchu Dynasties: Catalogue of Exhibition held by the Oriental Ceramics Society, from 27th October to 18th December 1948","NULL","1948","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7821","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7821"
"publication-7823","National Art Collections Fund Ninth Annual Report, 1912","London","1913","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7823","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7823"
"publication-7824","Exhibition Catalogue: Early Chinese Pottery and Porcelain","London","1911","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7824","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7824"
"publication-7825","Folk Elements in Burmese Buddhism","NULL","1962","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7825","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7825"
"publication-7827","Chinese Ivories from the Shang to the Qing","London","1985","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7827","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7827"
"publication-7828","Chinese Art, The Minor Arts II","London","1965","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7828","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7828"
"publication-7829","Chinese Works of Art: Directory 1","London","1994","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7829","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7829"
"publication-783","Chiaroscuro","NULL","1952","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-783","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-783"
"publication-7830","China Before the Han Dynasty","London","1966","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7830","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7830"
"publication-7831","International Exhibition of Chinese Art","London","1935","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7831","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7831"
"publication-7832","New Data on Early Chou Finds","China","1966","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7832","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7832"
"publication-7833","Seligman Collection of Oriental Art, Volume 1","NULL","1957","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7833","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7833"
"publication-7834","Archaeology in China, volume 3: Chou China","Cambridge","1960","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7834","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7834"
"publication-7835","Burlington Magazine, volume LIX","NULL","1932","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7835","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7835"
"publication-7836","Kinesisk Konst. En Konstbok Fran Nationalmuseum","Stockholm","1959","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7836","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7836"
"publication-7837","Asiatic Art in Private Collections in Holland and Belgium","NULL","1948","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7837","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7837"
"publication-7839","Arts of the T'ang Dynasty: Exhibition Catalogue","London","1955","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7839","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7839"
"publication-784","English Novelists","NULL","1932","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-784","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-784"
"publication-7841","Museum of Far Eastern Antiquities Bulletin","Stockholm","NULL","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7841","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7841"
"publication-7843","The Louis Lipski Collectionof English and Irish Delftware, Part III","London","1983-03-01","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7843","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7843"
"publication-7844","The Louis Lipski Collection of English and Irish Delftware of the 17th and 18th Centuries, Part II","London","1981-11-17","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7844","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7844"
"publication-7845","Chinese Gold and Silver in the Carl Kempe Collection: A Catalogue","Stockholm","1953","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7845","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7845"
"publication-7846","Chinese Art, The Minor Arts I","London","1963","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7846","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7846"
"publication-7847","Chinese and Japanese Cloisonne Enamels","London","1962","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7847","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7847"
"publication-7848","Chinese Carved Lacquer","London","1992","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7848","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7848"
"publication-785","The Great Writers: Thomas Hardy","London?","1986/7","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-785","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-785"
"publication-7850","Chinese and Associated Lacquer from the Garner Collection","London","1973","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7850","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7850"
"publication-7851","National Art-Collections Fund Sixty-Second Annual Report 1965","London","1966","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7851","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7851"
"publication-7852","Carved Lacquer in the Collection of the Palace Museum","Beijing","1985","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7852","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7852"
"publication-7853","Chinese art in overseas collections: Lacquerware","Taipei","1987","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7853","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7853"
"publication-7854","Zhangzhou Export Ceramics: The So-Called Swatow Wares","NULL","2006","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7854","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7854"
"publication-7855","Early Chinese Pottery and Porcelain","NULL","1953","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7855","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7855"
"publication-7857","Catalogue of Chinese Greenware in the Ashmolean Museum, Oxford","NULL","1976","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7857","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7857"
"publication-7858","Chinese Stoneware Glazes","NULL","1975","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7858","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7858"
"publication-7859","Arts of the Sung Dynasty","NULL","1960","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7859","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7859"
"publication-7860","Oriental Ceramics, The World's Great Collections. Volume 9: Museum of Far Eastern Antiquities, Stockholm","NULL","1982","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7860","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7860"
"publication-7861","Oriental Ceramics, The World's Great Collections. Volume 11: Museum of Fine Arts, Boston","NULL","1982","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7861","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7861"
"publication-7862","Form und Farbe: Chinesische Bronzen und Fruhkeramik","Germany","1972","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7862","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7862"
"publication-7863","National Art-Collections Fund Twenty-third Annual Report 1926","London","1926","https://data.fitzmuseum.cam.ac.uk/id/publication/publication-7863","https://data.fitzmuseum.cam.ac.uk/api/v1/publications/publication-7863"
