"id","summary_title","venue","venueURI","venueAPIURI","venueID","earliestDate","latestDate","URI","apiURI"
"exhibition-1452","The Glory of Byzantium, Art and Culture of the Middle Byzantium Era, A.D. 843-1261","New York","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106544","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106544","term-106544","1997","1997","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1452","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1452"
"exhibition-1453","Masterpieces of Byzantine Art","Edinburgh","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106987","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106987","term-106987","1958","1958","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1453","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1453"
"exhibition-1454","Ornamenten Ecclesiae Kunst und Künstler der Romanik","Cologne","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106328","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106328","term-106328","1985","1985","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1454","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1454"
"exhibition-1455","Zu Gast in der Kunstkammer : eine Ausstellung anlässlich des einhundertjährigen Bestehens des Kunsthistorischen Museums, 12. Oktober bis 15. Dezember 1991.","Vienna","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106549","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106549","term-106549","1991","1991","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1455","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1455"
"exhibition-1456","Bernward von Hildesheim und das Zeitalter der Ottonen","Hildesheim","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106747","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106747","term-106747","1993","1993","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1456","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1456"
"exhibition-1457","Kunst und Kultur der Karolingerzeit. Karl der Grosse und Papst Leo III in Paderborn","Paderborn","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-110178","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-110178","term-110178","1999","1999","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1457","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1457"
"exhibition-146","Pictures by the late William Etty, R.A.","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-146","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-146"
"exhibition-1460","Age of Spirituality","New York","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106544","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106544","term-106544","1977","1978","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1460","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1460"
"exhibition-1463","Lucas Fayd'herbe 1617-1697, Mechels Beeldhouwer and Architect","Amsterdam","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106501","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106501","term-106501","1997","1997","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1463","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1463"
"exhibition-1465","Redouté","Cambridge (Cambs.)","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106176","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106176","term-106176","1998","1998","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1465","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1465"
"exhibition-1466","(Victoria and Albert Museum, 1917-18)","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1917","1918","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1466","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1466"
"exhibition-1467","(Twenty-One Gallery, 1918)","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1467","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1467"
"exhibition-1468","16th and 17th century engraved portraits of eminent Britons","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1468","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1468"
"exhibition-1469","Italian Old Master Drawings, c.1550-c.1620","Cambridge (Cambs.)","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106176","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106176","term-106176","1989","1990","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1469","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1469"
"exhibition-147","Etty Centenary Exhibition","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-147","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-147"
"exhibition-1470","An exhibition of Master Drawings","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1996","1905","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1470","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1470"
"exhibition-1471","L'Idea del Bello","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1471","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1471"
"exhibition-1472","Portraiture from van Dyck to Reynolds","Cambridge (Cambs.)","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106176","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106176","term-106176","2001","2008","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1472","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1472"
"exhibition-1473","The Moysey Family","Sudbury (Suff.)","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-108143","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-108143","term-108143","1984","1984","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1473","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1473"
"exhibition-1474","Akbar's India. Art from the Mughal City of Victory","New York","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106544","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106544","term-106544","1985","1901","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1474","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1474"
"exhibition-1475","Exhibition of Art chiefly from the Dominions India and Pakistan","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1947","1948","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1475","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1475"
"exhibition-1476","In the Image of Man","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1982","1982","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1476","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1476"
"exhibition-1477","Indian Drawing","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1983","1983","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1477","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1477"
"exhibition-1478","Royal Academy Winter Exhibition","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1478","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1478"
"exhibition-1479","International Exhibition of Persian Art","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1931","1931","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1479","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1479"
"exhibition-148","Barnett Freedman","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-148","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-148"
"exhibition-1480","Free exhibition","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1480","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1480"
"exhibition-1481","Paul Gauguin","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1481","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1481"
"exhibition-1482","Loan Exhibition of Persian Miniature Paintings from British Collections","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1951","1952","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1482","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1482"
"exhibition-1483","The Imperial Theme in Persian Miniature Painting","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1483","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1483"
"exhibition-1485","1,000 years of Persian Art","Kendal","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-110301","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-110301","term-110301","1967","1967","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1485","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1485"
"exhibition-1486","Persian miniature painting from collections in the British Isles","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1967","1967","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1486","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1486"
"exhibition-1488","The Inner Eye; Art Beyond the Visible","Manchester","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-108153","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-108153","term-108153","1996","1996","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1488","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1488"
"exhibition-1489","The Private Pleasures of Rajahs and Princes","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1489","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1489"
"exhibition-149","William Powell Frith","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-149","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-149"
"exhibition-1490","Forbidden Images","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1490","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1490"
"exhibition-1493","An Exhibition of Carvings in Ivory","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1923","1923","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1493","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1493"
"exhibition-1494","Selections from the Archive of John Linnell","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1494","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1494"
"exhibition-1495","From Classic to Neo-Classic","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1973","1973","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1495","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1495"
"exhibition-1496","National Exhibition of Works of Art, at Leeds, 1868","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1496","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1496"
"exhibition-1499","Winter Exhibition 1904","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1904","1904","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1499","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1499"
"exhibition-15","Modern Prints (XIXth - XXth century)","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-15","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-15"
"exhibition-150","(British Institution, 1840)","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1840","1840","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-150","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-150"
"exhibition-1500","The Pavement of Siena Cathedral, Drawings by Leopoldo Maccari","Cambridge (Cambs.)","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106176","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106176","term-106176","1994","1994","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1500","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1500"
"exhibition-1501","Town and Gown: Cambridge on Parade","Cambridge (Cambs.)","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106176","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106176","term-106176","2001","2001","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1501","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1501"
"exhibition-1502","French Eighteenth Century Drawings in the Fitzwilliam Museum","Cambridge (Cambs.)","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106176","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106176","term-106176","2000","2001","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1502","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1502"
"exhibition-1504","Flaxman e Dante","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1504","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1504"
"exhibition-1505","Exhibition of Italian Sculpture","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1912","1912","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1505","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1505"
"exhibition-1506","Seventeenth Century Italian Sculpture","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1912","1912","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1506","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1506"
"exhibition-1509","[E.B. Crocker, c. 1977]","Sacramento","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-110464","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-110464","term-110464","1977","1977","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1509","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1509"
"exhibition-151","Exhibition of Works by the Old Masters, and by the Deceased  Masters of the British School","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1891","1891","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-151","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-151"
"exhibition-1510","Exhibition of 17th Century Art in Europe","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1938","1938","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1510","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1510"
"exhibition-1512","Federico Barocci","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1512","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1512"
"exhibition-1515","A Celebration of Yorkshire Pots","Rotherham","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-110480","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-110480","term-110480","1997","1997","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1515","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1515"
"exhibition-1517","The English Ceramic Circle, 1927-1948: English Pottery and Porcelain. Commemorative catalogue of an exhibition held at the Victoria and Albert Museum","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1948","1948","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1517","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1517"
"exhibition-152","Between Renaissance and Baroque","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-152","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-152"
"exhibition-1520","Henry Mundy","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1962","1962","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1520","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1520"
"exhibition-1521","'Tatlin's Dream' - Russian Suprematist and Constructivist Art 1910-1923","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1974","1974","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1521","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1521"
"exhibition-1522","L.S. Lowry","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1939","1939","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1522","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1522"
"exhibition-1524","Alberto Giacometti oeuvres de la maturité","Norwich","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-107062","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-107062","term-107062","2001","2001","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1524","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1524"
"exhibition-1525","New English Art Club","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1525","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1525"
"exhibition-1527","Italian 16th Century Drawings from British Private Collections","Edinburgh","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106987","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106987","term-106987","1969","1969","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1527","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1527"
"exhibition-1529","Exhibition of Old Master Drawings lent by the Earl of Leicester","Norwich","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-107062","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-107062","term-107062","1949","1949","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1529","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1529"
"exhibition-153","Les Vanités dans la peinture au XVIIe Siecle","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-153","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-153"
"exhibition-1530","Old Master Drawings from Holkham collectetd by the first Earl of Leicester [1697-1759]","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1977","1977","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1530","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1530"
"exhibition-1532","Old Master Drawings from the Collection of the Earl of Leicester","NULL","NULL","NULL","NULL","NULL","NULL","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1532","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1532"
"exhibition-1533","Old Master Drawings from Holkham Hall","Oxford","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-78071","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-78071","term-78071","1988","1988","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1533","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1533"
"exhibition-1534","From Polidoro to Salvator Rosa: Drawings and Prints from Naples","Cambridge (Cambs.)","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106176","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106176","term-106176","1998","1998","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1534","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1534"
"exhibition-1535","Italian Seventeenth Century Drawings from British Private Collections","Edinburgh","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106987","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106987","term-106987","1972","1972","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1535","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1535"
"exhibition-1536","The Study of Italian Drawings - The Contribution of Philip Pouncey","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1994","1994","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1536","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1536"
"exhibition-1537","Magnificenza alla Corte della Medici","Florence","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106508","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106508","term-106508","1997","1998","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1537","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1537"
"exhibition-1538","Exhibition of Works by the Old Masters","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1879","1879","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1538","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1538"
"exhibition-154","Seventeenth and Eighteenth Century Italian Painting","London","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106216","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106216","term-106216","1964","1906","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-154","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-154"
"exhibition-1540","Exhibition of Master Drawings","New York","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106544","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106544","term-106544","1993","1993","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1540","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1540"
"exhibition-1541","Recent Acquisitions (1994)","Cambridge (Cambs.)","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106176","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106176","term-106176","1994","1994","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1541","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1541"
"exhibition-1543","Perino del Vaga, tra Raffaello e Michelangelo","Mantua","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-75037","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-75037","term-75037","2001","2001","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1543","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1543"
"exhibition-1544","Sixteenth Century Italian Drawings from the Museum's Collections","Cambridge (Cambs.)","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106176","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106176","term-106176","1974","1974","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1544","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1544"
"exhibition-1545","European Drawings from the Fitzwilliam","New York","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106544","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106544","term-106544","1976","1976","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1545","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1545"
"exhibition-1547","15th and 16th Century Italian Master Drawings","Cambridge (Cambs.)","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106176","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106176","term-106176","1988","1988","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1547","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1547"
"exhibition-1548","Wanden en Plafonds. Tekeningen uit de verzameling Loudewijk Houthakker,","Nijmegen","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-110633","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-110633","term-110633","1985","1985","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1548","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1548"
"exhibition-1549","[Cambridge, 1960]","Cambridge (Cambs.)","https://data.fitzmuseum.cam.ac.uk/id/terminology/term-106176","https://data.fitzmuseum.cam.ac.uk/api/v1/places/term-106176","term-106176","1960","1960","https://data.fitzmuseum.cam.ac.uk/id/terminology/exhibition-1549","https://data.fitzmuseum.cam.ac.uk/api/v1/exhibitions/exhibition-1549"
